ID,유형,Method/Op,Path/Topic,Handler,Service/UseCase,입력,출력,Auth/AuthZ,상태변경,부수효과,멱등성,트랜잭션,테스트,근거
E184,HTTP,GET,/api/v1/admin/ai/usage,usage.get (usage.ts:11),admin-ai,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/usage.ts | usage.get | line 11]
E185,HTTP,POST,/api/v1/admin/ai/usage/log,usage.post (usage.ts:101),admin-ai,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/usage.ts | usage.post | line 101]
E151,HTTP,GET,/api/v1/admin/ai/config/export,config.get (config.ts:10),admin-ai,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/config.ts | config.get | line 10]
E157,HTTP,GET,/api/v1/admin/ai/overview,overview.get (overview.ts:9),admin-ai,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/overview.ts | overview.get | line 9]
E181,HTTP,GET,/api/v1/admin/ai/traces,traces.get (traces.ts:9),admin-ai,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/traces.ts | traces.get | line 9]
E182,HTTP,GET,/api/v1/admin/ai/traces/:traceId,traces.get (traces.ts:71),admin-ai,"params,query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/traces.ts | traces.get | line 71]
E183,HTTP,GET,/api/v1/admin/ai/traces/stats/summary,traces.get (traces.ts:101),admin-ai,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/traces.ts | traces.get | line 101]
E162,HTTP,POST,/api/v1/admin/ai/playground/run,playground.post (playground.ts:12),admin-ai,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/playground.ts | playground.post | line 12]
E159,HTTP,GET,/api/v1/admin/ai/playground/history,playground.get (playground.ts:210),admin-ai,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/playground.ts | playground.get | line 210]
E161,HTTP,GET,/api/v1/admin/ai/playground/history/:id,playground.get (playground.ts:259),admin-ai,"params,query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/playground.ts | playground.get | line 259]
E160,HTTP,DELETE,/api/v1/admin/ai/playground/history/:id,playground.delete (playground.ts:276),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/playground.ts | playground.delete | line 276]
E158,HTTP,DELETE,/api/v1/admin/ai/playground/history,playground.delete (playground.ts:295),admin-ai,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/playground.ts | playground.delete | line 295]
E163,HTTP,GET,/api/v1/admin/ai/prompt-templates,templates.get (templates.ts:11),admin-ai,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/templates.ts | templates.get | line 11]
E164,HTTP,POST,/api/v1/admin/ai/prompt-templates,templates.post (templates.ts:37),admin-ai,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/templates.ts | templates.post | line 37]
E166,HTTP,PUT,/api/v1/admin/ai/prompt-templates/:id,templates.put (templates.ts:105),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/templates.ts | templates.put | line 105]
E165,HTTP,DELETE,/api/v1/admin/ai/prompt-templates/:id,templates.delete (templates.ts:214),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/templates.ts | templates.delete | line 214]
E167,HTTP,POST,/api/v1/admin/ai/prompt-templates/:id/use,templates.post (templates.ts:237),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/templates.ts | templates.post | line 237]
E188,HTTP,GET,/api/v1/admin/outbox/:stream,adminOutbox.get (admin-outbox.ts:45),admin-outbox,"params,query/header,auth-context",SSE/stream Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-outbox.ts | adminOutbox.get | line 45]
E191,HTTP,POST,/api/v1/admin/outbox/:stream/replay,adminOutbox.post (admin-outbox.ts:81),admin-outbox,"params,body/header,auth-context",SSE/stream Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-outbox.ts | adminOutbox.post | line 81]
E189,HTTP,POST,/api/v1/admin/outbox/:stream/ai-flush,adminOutbox.post (admin-outbox.ts:118),admin-outbox,"params,body/header,auth-context",SSE/stream Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-outbox.ts | adminOutbox.post | line 118]
E190,HTTP,POST,/api/v1/admin/outbox/:stream/flush,adminOutbox.post (admin-outbox.ts:130),admin-outbox,"params,body/header,auth-context",SSE/stream Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-outbox.ts | adminOutbox.post | line 130]
E199,HTTP,GET,/api/v1/admin/secrets/categories,secrets.get (secrets.ts:109),admin-secrets,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.get | line 109]
E200,HTTP,POST,/api/v1/admin/secrets/categories,secrets.post (secrets.ts:120),admin-secrets,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.post | line 120]
E192,HTTP,GET,/api/v1/admin/secrets,secrets.get (secrets.ts:166),admin-secrets,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.get | line 166]
E195,HTTP,GET,/api/v1/admin/secrets/:id,secrets.get (secrets.ts:201),admin-secrets,"params,query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.get | line 201]
E193,HTTP,POST,/api/v1/admin/secrets,secrets.post (secrets.ts:244),admin-secrets,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.post | line 244]
E196,HTTP,PUT,/api/v1/admin/secrets/:id,secrets.put (secrets.ts:349),admin-secrets,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.put | line 349]
E194,HTTP,DELETE,/api/v1/admin/secrets/:id,secrets.delete (secrets.ts:490),admin-secrets,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.delete | line 490]
E197,HTTP,POST,/api/v1/admin/secrets/:id/reveal,secrets.post (secrets.ts:535),admin-secrets,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.post | line 535]
E202,HTTP,POST,/api/v1/admin/secrets/generate,secrets.post (secrets.ts:574),admin-secrets,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.post | line 574]
E201,HTTP,GET,/api/v1/admin/secrets/export,secrets.get (secrets.ts:605),admin-secrets,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.get | line 605]
E204,HTTP,POST,/api/v1/admin/secrets/import,secrets.post (secrets.ts:656),admin-secrets,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.post | line 656]
E198,HTTP,GET,/api/v1/admin/secrets/audit,secrets.get (secrets.ts:771),admin-secrets,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.get | line 771]
E203,HTTP,GET,/api/v1/admin/secrets/health,secrets.get (secrets.ts:835),admin-secrets,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.get | line 835]
E205,HTTP,GET,/api/v1/admin/secrets/overview,secrets.get (secrets.ts:861),admin-secrets,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/secrets.ts | secrets.get | line 861]
E287,HTTP,GET,/api/v1/internal/ai-config,internal.get (internal.ts:107),internal,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/internal.ts | internal.get | line 107]
E288,HTTP,GET,/api/v1/internal/ai-config/providers,internal.get (internal.ts:121),internal,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/internal.ts | internal.get | line 121]
E291,HTTP,GET,/api/v1/internal/ai/resources,internal.get (internal.ts:178),internal,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/internal.ts | internal.get | line 178]
E290,HTTP,GET,/api/v1/internal/ai/outbox/status,internal.get (internal.ts:188),internal,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/internal.ts | internal.get | line 188]
E289,HTTP,POST,/api/v1/internal/ai/outbox/flush,internal.post (internal.ts:215),internal,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/internal.ts | internal.post | line 215]
E292,HTTP,POST,/api/v1/internal/ai/warm,internal.post (internal.ts:229),internal,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/internal.ts | internal.post | line 229]
E293,HTTP,POST,/api/v1/internal/ai/warm/revisit,internal.post (internal.ts:326),internal,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/internal.ts | internal.post | line 326]
E325,HTTP,GET,/api/v1/personas,personas.get (personas.ts:106),personas,"query/header,auth-context",JSON ApiResponse/Response,auth,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/personas.ts | personas.get | line 106]
E328,HTTP,GET,/api/v1/personas/:id,personas.get (personas.ts:156),personas,"params,query/header,auth-context",JSON ApiResponse/Response,auth,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/personas.ts | personas.get | line 156]
E326,HTTP,POST,/api/v1/personas,personas.post (personas.ts:186),personas,"body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/personas.ts | personas.post | line 186]
E329,HTTP,PUT,/api/v1/personas/:id,personas.put (personas.ts:247),personas,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/personas.ts | personas.put | line 247]
E327,HTTP,DELETE,/api/v1/personas/:id,personas.delete (personas.ts:318),personas,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/personas.ts | personas.delete | line 318]
E354,HTTP,GET,/api/v1/user-content/memos,userContent.get (user-content.ts:62),user-content,query/header,JSON ApiResponse/Response,public,아니오/읽기,"D1(user/session/preferences), D1/R2 user state",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/user-content.ts | userContent.get | line 62]
E357,HTTP,GET,/api/v1/user-content/memos/:id,userContent.get (user-content.ts:98),user-content,"params,query/header",JSON ApiResponse/Response,public,아니오/읽기,"D1(user/session/preferences), D1/R2 user state",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/user-content.ts | userContent.get | line 98]
E355,HTTP,POST,/api/v1/user-content/memos,userContent.post (user-content.ts:123),user-content,body/header,JSON ApiResponse/Response,public,예/조건부,"D1(user/session/preferences), D1/R2 user state",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/user-content.ts | userContent.post | line 123]
E358,HTTP,PUT,/api/v1/user-content/memos/:id,userContent.put (user-content.ts:176),user-content,"params,body/header",JSON ApiResponse/Response,public,예/조건부,"D1(user/session/preferences), D1/R2 user state",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/user-content.ts | userContent.put | line 176]
E356,HTTP,DELETE,/api/v1/user-content/memos/:id,userContent.delete (user-content.ts:235),user-content,"params,body/header",JSON ApiResponse/Response,public,예/조건부,"D1(user/session/preferences), D1/R2 user state",부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/user-content.ts | userContent.delete | line 235]
E345,HTTP,POST,/api/v1/search/web,search.post (search.ts:205),search,body/header,JSON ApiResponse/Response,public,예/조건부,external search,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/search.ts | search.post | line 205]
E344,HTTP,GET,/api/v1/search/health,search.get (search.ts:298),search,query/header,JSON ApiResponse/Response,public,아니오/읽기,external search,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/routes/search.ts | search.get | line 298]
E361,HTTP,POST,/api/v1/user/session,user.post (user.ts:220),user,body/header,JSON ApiResponse/Response,public,예/조건부,D1(user/session/preferences),미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,workers/api-gateway/test/user-session-contract.test.ts,[근거: workers/api-gateway/src/routes/user.ts | user.post | line 220]
E365,HTTP,GET,/api/v1/user/session/verify,user.get (user.ts:313),user,query/header,JSON ApiResponse/Response,public,아니오/읽기,D1(user/session/preferences),읽기 멱등,없음,workers/api-gateway/test/user-session-contract.test.ts,[근거: workers/api-gateway/src/routes/user.ts | user.get | line 313]
E362,HTTP,GET,/api/v1/user/session/:token,user.get (user.ts:336),user,"params,query/header",JSON ApiResponse/Response,public,아니오/읽기,D1(user/session/preferences),읽기 멱등,없음,workers/api-gateway/test/user-session-contract.test.ts,[근거: workers/api-gateway/src/routes/user.ts | user.get | line 336]
E364,HTTP,POST,/api/v1/user/session/recover,user.post (user.ts:345),user,body/header,JSON ApiResponse/Response,public,예/조건부,D1(user/session/preferences),보강됨: active 조건부 비활성화,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,workers/api-gateway/test/user-session-contract.test.ts,[근거: workers/api-gateway/src/routes/user.ts | user.post | line 345]
E363,HTTP,POST,/api/v1/user/session/:token/recover,user.post (user.ts:360),user,"params,body/header",JSON ApiResponse/Response,public,예/조건부,D1(user/session/preferences),미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,workers/api-gateway/test/user-session-contract.test.ts,[근거: workers/api-gateway/src/routes/user.ts | user.post | line 360]
E360,HTTP,PUT,/api/v1/user/preferences,user.put (user.ts:374),user,body/header,JSON ApiResponse/Response,public,예/조건부,D1(user/session/preferences),upsert 기반 부분 보장,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/user.ts | user.put | line 374]
E359,HTTP,GET,/api/v1/user/preferences,user.get (user.ts:418),user,query/header,JSON ApiResponse/Response,public,아니오/읽기,D1(user/session/preferences),읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/user.ts | user.get | line 418]
E269,HTTP,POST,/api/v1/debate/sessions,debate.post (debate.ts:100),debate,"body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/debate.ts | debate.post | line 100]
E270,HTTP,GET,/api/v1/debate/sessions/:id,debate.get (debate.ts:159),debate,"params,query/header",JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/debate.ts | debate.get | line 159]
E272,HTTP,POST,/api/v1/debate/sessions/:id/round,debate.post (debate.ts:228),debate,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/debate.ts | debate.post | line 228]
E273,HTTP,POST,/api/v1/debate/sessions/:id/round/stream,debate.post (debate.ts:379),debate,"params,body/header,auth-context",SSE/stream Response,auth,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/debate.ts | debate.post | line 379]
E274,HTTP,POST,/api/v1/debate/sessions/:id/vote,debate.post (debate.ts:423),debate,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/debate.ts | debate.post | line 423]
E271,HTTP,POST,/api/v1/debate/sessions/:id/end,debate.post (debate.ts:498),debate,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/debate.ts | debate.post | line 498]
E346,HTTP,POST,/api/v1/subscribe,app.post (subscribe.ts:95),subscribe,body/header,JSON ApiResponse/Response,public,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/subscribe.ts | app.post | line 95]
E347,HTTP,GET,/api/v1/subscribe/confirm,app.get (subscribe.ts:172),subscribe,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/subscribe.ts | app.get | line 172]
E349,HTTP,GET,/api/v1/subscribe/unsubscribe,app.get (subscribe.ts:207),subscribe,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/subscribe.ts | app.get | line 207]
E348,HTTP,GET,/api/v1/subscribe/count,app.get (subscribe.ts:239),subscribe,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/subscribe.ts | app.get | line 239]
E268,HTTP,POST,/api/v1/contact,app.post (contact.ts:14),contact,body/header,JSON ApiResponse/Response,public,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/contact.ts | app.post | line 14]
E322,HTTP,GET,/api/v1/notifications/stream,notifications.get (notifications.ts:8),notifications,"query/header,auth-context",SSE/stream Response,auth,아니오/읽기,"D1 notifications, SSE",읽기 멱등,없음,backend/test/notifications.service.test.js 일부,[근거: workers/api-gateway/src/routes/notifications.ts | notifications.get | line 8]
E323,HTTP,GET,/api/v1/notifications/unread,notifications.get (notifications.ts:16),notifications,"query/header,auth-context",JSON ApiResponse/Response,auth,아니오/읽기,"D1 notifications, SSE",읽기 멱등,없음,backend/test/notifications.service.test.js 일부,[근거: workers/api-gateway/src/routes/notifications.ts | notifications.get | line 16]
E321,HTTP,GET,/api/v1/notifications/history,notifications.get (notifications.ts:23),notifications,"query/header,auth-context",JSON ApiResponse/Response,auth,아니오/읽기,"D1 notifications, SSE",읽기 멱등,없음,backend/test/notifications.service.test.js 일부,[근거: workers/api-gateway/src/routes/notifications.ts | notifications.get | line 23]
E320,HTTP,PATCH,/api/v1/notifications/:notificationId/read,notifications.patch (notifications.ts:30),notifications,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,"D1 notifications, SSE",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,backend/test/notifications.service.test.js 일부,[근거: workers/api-gateway/src/routes/notifications.ts | notifications.patch | line 30]
E186,HTTP,GET,/api/v1/admin/logs,adminLogs.get (admin-logs.ts:68),admin-logs,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-logs.ts | adminLogs.get | line 68]
E187,HTTP,GET,/api/v1/admin/logs/stream,adminLogs.get (admin-logs.ts:85),admin-logs,query/header,SSE/stream Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-logs.ts | adminLogs.get | line 85]
E275,HTTP,POST,/api/v1/gateway/call/auto-chat,gateway.post (gateway.ts:91),gateway,"body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/gateway.ts | gateway.post | line 91]
E276,HTTP,GET,/api/v1/gateway/call/health,gateway.get (gateway.ts:105),gateway,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/routes/gateway.ts | gateway.get | line 105]
E277,HTTP,GET,/api/v1/gateway/call/status,gateway.get (gateway.ts:117),gateway,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/gateway.ts | gateway.get | line 117]
E280,HTTP,POST,/api/v1/gateway/vision/analyze,gateway.post (gateway.ts:228),gateway,"body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/gateway.ts | gateway.post | line 228]
E281,HTTP,GET,/api/v1/gateway/vision/health,gateway.get (gateway.ts:270),gateway,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/routes/gateway.ts | gateway.get | line 270]
E278,HTTP,GET,/api/v1/gateway/config,gateway.get (gateway.ts:286),gateway,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/gateway.ts | gateway.get | line 286]
E279,HTTP,PUT,/api/v1/gateway/config,gateway.put (gateway.ts:306),gateway,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/gateway.ts | gateway.put | line 306]
E370,ScheduledEvent,CRON,scheduled(),scheduled (index.ts:284),cron,cron-event,cron side-effect only,Cloudflare cron,예,"D1 cleanup, outbox flush, backend refresh",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/index.ts | scheduled | line 284]
E142,HTTP,GET/HEAD/OPTIONS,/{assets|ai-chat|images|posts|assets}/*,handleAssetRequest (index.ts:223),r2-public-assets,"params,query/header,file/form",object stream/headers,public,아니오/읽기,R2,읽기 멱등,없음,미확인,[근거: workers/r2-gateway/src/index.ts | handleAssetRequest | line 223]
E141,HTTP,GET/HEAD/PUT/DELETE,/internal/:resource/:userId/:id?,handleInternalRequest (index.ts:234),r2-internal-json,"params,body/header,auth-context",JSON ApiResponse/Response,X-Internal-Key,예/조건부,R2,미보장/핸들러별 확인 필요,런타임별 단일 operation,미확인,[근거: workers/r2-gateway/src/index.ts | handleInternalRequest | line 234]
